SSC_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC70233,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,29,28,33,25,19,9,0,0,0,145
SSC70234,7,55,98,74,40,27,3,0,0,298,0,34,109,69,52,18,3,0,0,286,0,20,89,99,35,16,4,0,0,255,0,6,61,60,57,18,0,0,0,199,0,7,104,125,81,24,5,0,0,344,0,3,81,69,40,19,0,0,0,207,24,30,86,59,36,20,11,7,3,273,249,308,914,765,466,218,87,27,12,3047
SSC70235,0,4,5,8,9,22,6,0,0,68,0,0,13,10,20,11,0,0,0,54,0,0,7,8,10,17,0,0,0,34,0,3,6,4,5,10,4,0,0,30,0,0,0,7,18,9,3,0,0,36,0,0,0,0,5,10,3,0,0,16,3,8,17,20,17,15,17,3,0,104,26,34,92,90,118,132,80,13,0,583
SSC70236,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5,14,3,0,0,34,0,3,14,5,12,27,6,0,0,72
SSC70237,0,11,63,40,37,28,9,0,0,189,0,5,34,31,34,19,11,0,0,139,0,6,24,29,26,22,0,0,0,113,0,0,21,20,19,9,0,0,0,71,0,0,19,30,25,27,4,0,0,96,0,0,0,3,10,4,0,0,0,17,30,34,69,38,54,42,18,4,0,296,131,141,424,315,295,238,97,24,9,1676
SSC70238,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,21,10,35,0,6,3,0,0,0,82,56,50,112,69,65,51,20,16,3,434
SSC70239,0,0,0,6,0,0,3,0,0,9,0,0,3,0,0,5,0,0,0,12,0,0,0,0,3,3,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,6,7,6,5,0,6,0,38,54,38,90,82,48,53,17,12,3,397
SSC70240,0,3,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,3,0,0,16
SSC70241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70242,0,3,8,5,0,5,0,0,0,15,0,0,3,3,3,0,0,0,0,16,0,0,0,3,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,4,0,0,0,4,7,0,0,0,0,8,0,0,3,0,0,3,0,0,0,3,0,0,14,4,3,3,4,4,0,40,6,3,47,29,40,17,17,9,0,167
SSC70243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,5,0,0,23,4,3,3,3,16,20,8,0,0,51
SSC70244,0,3,3,13,12,0,3,0,0,33,0,3,3,3,5,0,0,0,0,20,0,0,4,5,3,5,0,0,0,16,0,0,6,0,3,3,0,0,0,13,0,0,5,10,7,7,0,0,0,27,0,0,0,4,0,3,0,0,0,11,4,4,8,9,6,0,4,0,0,43,46,30,68,85,59,41,13,4,0,344
SSC70245,3,50,174,81,58,38,10,4,0,413,0,45,131,58,48,28,7,3,0,315,0,17,123,65,50,53,8,4,0,319,0,7,69,43,57,39,4,0,0,225,0,3,109,98,69,54,9,0,0,354,0,0,37,53,43,38,9,4,0,179,20,52,172,87,73,77,25,3,6,520,139,349,1182,670,527,455,186,62,21,3586
SSC70246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,12,4,7,10,3,10,6,4,0,0,40
SSC70247,0,0,5,3,0,0,5,0,0,12,0,3,5,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,13,17,30,39,20,17,16,22,0,0,157
SSC70248,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,7,7,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,9,0,0,3,3,0,0,0,0,0,10,0,5,24,17,12,8,5,0,0,64
SSC70249,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,7,0,9,5,3,9,0,0,0,0,31
SSC70250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,22,3,4,24,12,6,4,0,0,0,56
SSC70251,3,28,53,35,33,28,7,3,0,190,0,3,41,30,32,20,8,0,0,136,0,7,33,23,26,23,8,0,0,117,0,6,21,25,22,26,3,0,0,101,0,0,17,29,35,25,5,0,0,103,0,0,3,7,6,14,0,0,0,35,30,47,91,76,78,62,20,10,0,412,180,233,504,394,443,359,166,56,7,2351
SSC70252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,40,18,15,13,4,0,0,128
SSC70253,0,17,53,25,42,26,3,0,0,177,0,6,64,24,24,16,0,0,0,144,0,7,63,32,22,9,0,0,0,130,0,0,29,23,15,17,5,0,0,91,0,0,20,14,18,7,3,0,0,68,0,0,3,3,3,0,5,0,0,11,6,25,93,46,43,39,14,3,3,263,46,118,486,264,246,170,69,21,8,1429
SSC70254,3,11,28,17,12,7,8,0,0,80,0,4,22,14,5,10,0,0,0,49,0,5,10,11,10,10,3,0,0,51,0,0,12,16,10,3,3,0,0,49,0,0,16,15,18,18,3,0,0,71,0,0,11,11,10,5,0,0,0,35,11,5,12,9,4,8,3,0,0,57,42,55,170,125,98,90,46,11,4,638
SSC70255,0,3,9,10,7,3,3,0,0,36,0,0,11,5,6,3,0,0,0,22,0,0,5,5,13,5,0,0,0,28,0,0,4,3,9,3,0,0,0,26,0,0,10,18,12,4,0,0,0,43,0,0,0,10,7,4,0,0,0,19,3,5,14,19,11,12,5,3,3,68,33,23,81,108,100,75,50,18,3,500
SSC70256,0,0,0,3,0,3,0,0,0,4,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,3,0,9,10,16,16,0,3,0,62
SSC70257,0,0,3,3,3,5,0,0,0,15,0,0,0,3,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,6,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,14,10,6,6,7,7,3,3,0,48,25,19,30,21,42,38,17,12,0,197
SSC70258,0,11,40,7,5,0,0,0,0,65,0,21,52,7,10,0,0,0,0,93,0,11,53,21,18,3,0,0,0,105,0,3,20,9,12,3,0,0,0,47,0,0,17,21,12,0,0,0,0,50,0,0,4,3,0,0,0,0,0,11,4,15,42,10,10,0,0,0,0,82,33,83,293,113,90,14,0,0,0,630
SSC70259,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,8,0,0,0,0,22
SSC70260,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,6,26,3,3,3,0,0,0,46,20,16,55,31,30,15,16,0,0,183
SSC70261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70262,0,17,55,43,34,26,21,4,6,202,0,3,47,34,21,22,12,3,3,137,0,3,49,40,39,21,7,3,0,161,0,0,29,40,18,23,4,3,0,120,0,4,21,51,33,39,3,0,0,152,0,0,6,17,24,6,3,3,0,63,19,13,48,44,33,43,41,38,37,310,120,117,405,409,305,265,216,131,84,2049
SSC70263,0,0,3,3,0,0,0,0,0,11,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,14,0,0,31,19,13,19,4,3,0,96
SSC70264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SSC70265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,14
SSC70266,0,0,6,3,0,3,0,0,0,11,0,0,4,0,7,0,0,0,0,13,0,0,0,0,4,0,0,0,0,7,0,0,0,3,4,0,0,0,0,3,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,0,7,0,3,4,0,0,0,29,15,7,22,14,38,22,13,3,3,135
SSC70267,0,0,3,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,48,35,60,48,31,17,3,0,0,235,60,47,98,69,51,34,8,0,0,369
SSC70268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70269,0,0,0,3,7,6,0,0,0,17,0,0,3,6,0,3,0,0,0,8,0,0,0,3,4,6,0,0,0,7,0,0,0,4,0,3,0,0,0,8,0,0,0,5,0,3,3,0,0,13,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,3,0,3,0,13,3,7,17,31,21,32,9,12,0,123
SSC70270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70271,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,5,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,26,6,26,11,10,3,0,90,3,14,35,23,32,18,13,3,0,137
SSC70272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70273,0,3,7,0,0,0,0,0,0,8,0,4,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,12,20,3,3,3,0,0,0,49,13,33,38,16,9,11,3,3,0,119
SSC70274,0,12,26,22,50,29,14,0,0,153,0,9,20,33,46,38,0,0,0,143,0,7,14,30,42,20,8,0,0,129,0,0,7,25,27,24,4,0,0,85,0,5,22,33,50,23,9,0,0,136,0,3,8,19,23,11,0,0,0,71,17,10,26,23,48,42,19,4,0,186,116,99,212,242,367,294,114,33,6,1476
SSC70275,0,4,9,5,6,4,0,0,0,26,0,3,13,3,7,8,0,0,0,30,0,3,5,9,6,0,0,0,0,24,0,3,3,0,0,9,0,0,0,12,0,0,4,9,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,5,39,13,139,63,34,11,4,0,0,301,192,197,503,303,192,125,31,11,0,1554
SSC70276,0,0,5,3,16,8,0,0,0,34,0,0,4,8,9,13,3,0,0,39,0,0,4,8,7,6,3,0,0,29,0,0,0,3,6,6,0,0,0,19,0,0,3,5,6,10,0,0,0,28,0,0,0,0,8,6,0,0,0,17,3,0,3,3,8,9,9,0,0,35,17,16,40,60,88,97,69,7,3,394
SSC70277,0,12,53,52,32,21,16,0,0,193,0,5,32,33,22,17,5,0,0,122,0,7,25,22,17,8,7,0,0,93,0,0,16,18,19,14,0,0,0,58,0,0,7,21,25,21,8,0,0,90,0,0,5,8,10,7,3,0,0,36,17,26,51,48,41,38,15,7,0,245,129,151,366,356,289,230,139,64,8,1730
SSC70278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70279,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,3,0,0,19,4,8,25,10,10,9,7,0,0,79
SSC70280,0,6,49,14,25,11,4,4,0,113,0,3,25,20,28,18,6,0,0,91,0,3,24,36,30,21,7,0,0,107,0,0,17,21,36,26,3,0,0,103,0,0,15,45,35,23,3,0,0,126,0,0,4,15,13,12,4,0,0,51,23,3,28,34,32,17,13,0,0,162,142,99,254,289,290,222,141,47,12,1489
SSC70281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,10,15,12,9,4,0,0,0,54,32,31,63,47,45,38,5,3,0,270
SSC70282,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,3,3,13,0,3,3,0,0,25,12,21,16,30,16,12,6,3,0,120
SSC70283,0,0,3,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,5,0,11,3,10,9,9,3,0,54
SSC70284,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,20,33,18,9,5,3,4,0,110,58,64,130,81,57,27,20,6,6,440
SSC70285,0,3,0,3,13,3,7,0,0,28,0,0,4,3,3,3,0,0,0,12,0,0,3,3,5,5,0,0,0,18,0,0,3,3,7,9,0,0,0,20,0,0,0,0,3,5,0,0,0,17,0,0,0,0,0,0,3,0,0,8,4,0,0,9,11,14,5,0,0,40,7,4,21,24,59,56,30,8,3,209
SSC70286,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,3,3,4,0,0,0,0,13,0,3,10,22,14,3,0,0,0,58,0,0,15,8,4,3,0,0,0,29,0,0,38,42,44,31,0,0,0,158,0,3,76,80,70,41,0,0,0,268
SSC70287,0,0,0,0,6,0,0,0,0,9,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,3,0,3,0,0,0,0,0,8,26,30,42,35,35,24,6,3,0,210
SSC70288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,12,21,10,11,3,3,0,74
SSC70289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,10,18,10,21,14,13,3,0,0,0,76
SSC70290,0,0,3,3,6,6,4,0,0,20,0,0,5,3,7,4,0,0,0,16,0,0,0,3,0,0,0,0,0,6,0,0,0,4,0,3,0,0,0,11,0,0,5,4,8,3,0,0,0,23,0,0,0,3,0,4,0,0,0,8,0,0,7,5,6,9,4,0,0,28,0,6,27,32,39,58,25,0,0,199
SSC70291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70292,0,34,74,55,65,44,4,0,0,275,0,17,53,39,49,17,3,0,0,184,0,4,37,54,30,17,0,0,0,152,0,3,26,41,54,9,0,0,0,124,0,9,46,61,48,19,3,0,0,186,0,0,15,26,14,9,0,0,0,67,34,30,65,67,53,43,17,11,0,323,239,225,527,518,479,292,131,45,6,2475
SSC70293,0,14,60,11,8,8,4,6,0,116,0,8,35,15,9,9,3,0,0,83,0,15,40,24,11,7,0,0,0,87,0,0,17,22,11,12,3,0,0,62,0,0,45,27,20,7,3,0,0,102,0,0,14,25,14,5,7,0,0,62,3,6,41,23,10,8,0,0,0,89,37,80,316,175,92,71,29,9,5,798
SSC70294,3,15,35,44,51,17,16,0,0,186,0,5,44,38,39,24,12,0,0,159,0,0,36,35,37,22,9,0,0,134,0,3,21,37,26,17,8,0,0,116,0,3,19,60,56,28,3,0,0,172,0,0,10,23,16,9,3,0,0,65,20,11,33,45,38,32,17,4,0,205,162,112,327,408,358,257,163,43,9,1843
SSC70295,0,0,3,3,3,9,0,0,0,23,0,3,4,4,7,0,4,0,0,24,0,0,6,0,0,5,0,0,0,19,0,0,0,0,0,7,0,0,0,13,0,3,6,3,3,7,0,0,0,26,0,0,0,3,0,4,0,0,0,5,23,6,19,10,11,6,9,0,0,90,125,138,275,218,221,129,50,14,4,1173
SSC70296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,11,8,13,38,22,15,4,11,0,0,117
SSC70297,0,0,0,4,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,6,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,3,20,9,9,3,5,0,0,57,27,30,60,29,35,18,13,7,0,209
SSC70298,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,3,4,4,4,5,9,6,0,32
SSC70299,0,0,11,4,0,3,0,0,0,18,0,0,7,0,0,0,0,0,0,10,0,0,4,3,3,0,0,0,0,13,0,0,3,3,0,3,0,0,0,9,0,0,0,8,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,4,5,4,7,4,3,0,0,36,77,70,161,113,78,50,28,4,0,581
SSC70300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,7,4,0,9,3,0,0,0,0,20,11,27,41,25,19,11,14,6,3,159
SSC70301,0,7,0,0,5,6,0,0,0,17,0,0,9,0,5,8,3,0,0,19,0,0,4,0,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,8,0,0,3,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,4,3,21,30,21,3,0,0,0,87,45,64,123,139,97,59,14,4,3,542
SSC70302,3,16,54,27,17,14,0,0,0,138,0,9,28,15,13,7,5,0,0,82,0,4,16,5,9,4,0,0,0,41,0,0,7,6,4,6,0,0,0,18,0,0,0,3,13,13,0,0,0,28,0,0,3,0,6,3,3,0,0,20,4,34,68,40,33,21,3,0,0,202,36,179,368,163,137,116,21,3,3,1015
SSC70303,8,26,56,28,13,0,0,0,0,125,0,13,52,28,5,4,0,0,0,104,0,10,43,26,12,3,0,0,0,88,0,4,27,8,4,3,0,0,0,57,0,0,30,30,6,4,0,0,0,73,0,0,20,11,3,0,0,0,0,45,4,23,29,9,5,6,0,0,0,69,51,131,354,174,81,38,3,0,0,834
SSC79494,0,3,24,17,12,26,6,0,0,88,0,3,21,18,16,7,9,0,0,69,0,0,17,11,5,13,4,0,0,49,0,0,5,15,12,0,0,0,0,33,0,3,22,10,18,10,0,0,0,58,0,0,6,8,16,8,3,0,0,39,4,47,143,96,111,81,51,12,0,551,32,183,457,396,461,438,278,38,0,2281
SSC79797,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,5,0,0,0,25,0,3,30,19,9,3,0,3,0,72
